Author,Date,Tweet
NeidaG1210,2020-11-04 07:54:57,"where’s the tear gas, rubber bullets, countless arrests, brutality, racial slurs, etc?"
jouweina,2020-11-04 07:54:57,"Trump falsely asserts election fraud, claims a victory https://t.co/h4U6DbME4N"
CharlieBooker7,2020-11-04 07:54:57,HES GOING HOME! HES GOING HOME! HES GOING.... Dickhead is going home!
joshypooluza,2020-11-04 07:54:57,"Joe Biden wins Arizona, becoming the second Democratic presidential candidate since 1948 to win the longtime Republican stronghold. #APracecall #Election2020

https://t.co/zqaBcJuZyd"
SamAV8R,2020-11-04 07:54:57,"@RubinReport @glennbeck Yup. 

They can't call Georgia and North Carolina, with 99% precincts reporting?

He's up by 110,000 and 80,000 respectively.  

Biden gets called Arizona when they were reporting 3%.  

Shenanigans."
JulzOnTheGO,2020-11-04 07:54:57,"Chris Christie on Pres. Trump's election remarks: ""I talk tonight... as a former U.S. Attorney. There's just no basis to make that argument tonight. There just isn't.""

""I disagree with what he did tonight."" https://t.co/GwwRl4EUb3 #ElectionNight https://t.co/PGborH5sCH"
apenita,2020-11-04 07:54:57,They gave Trump voters sharpies and now their votes are being invalidated! WTF! https://t.co/Eb6geKyXZW
greatesttoexist,2020-11-04 07:54:57,@ItsMorgan____ Trump will win ngoja ushutuke
breonna_kiara,2020-11-04 07:54:57,Yes!
SPothitos,2020-11-04 07:54:57,Donald Trump has done more to undermine #US democracy than any single figure since the Civil War. https://t.co/8uE9swqrYV
AngrySubs,2020-11-04 07:54:57,"@MaxDahl2 Längre än så egentligen, men blivit tydligare under Trump. Man önskar att fler kunde se."
imysterier,2020-11-04 07:54:57,"Trump didn’t MAKE ppl racist, they already were. However he did give them a sense of pride and the courage to be themselves OUTLOUD."
KevinBooker212,2020-11-04 07:54:57,AP gives Arizona to Biden
yomismoydiezmas,2020-11-04 07:54:57,"De hecho, soy demasiado poco antidemocratico para como es la realidad en España, donde vivimos una dictadura encubierta en democracia"
mlnazka,2020-11-04 07:54:57,"Biden atau Trump, siapapun yang menang, salah satunya nanti pasti jadi menhan ~"
LessicaJowery,2020-11-04 07:54:57,"People scared for Biden winning tomorrow are scared to be taxed extra (most of them don’t even make enough to be taxed in Biden’s tax plans 🤡)
People scared for trump winning tomorrow are scared for their lives and their basic human rights being stripped away

Spot the privilege"
emily__thompsn,2020-11-04 07:54:57,"No, Trump has not already won the election, and it is deeply irresponsible for him to say he has."
simariely,2020-11-04 07:54:57,????
maryposatko,2020-11-04 07:54:57,WASHINGTON (AP) — Joe Biden wins Arizona.
TheWalr20568181,2020-11-04 07:54:57,GOP leaders: Now would be a good time to grow a backbone and denounce Trump’s early claim of victory when there are millions of votes still to be counted in hotly contested states.
JemimahZonio,2020-11-04 07:54:57,"@fearofroya i’ve never seen him so defeated LOL. he’s the first to interrupt to defend Trump but couldn’t do it. yikes. this is about to get so messy, and so dangerous. his cult is definitely gonna riot and call voting fraud."
InfoNMP,2020-11-04 07:54:57,BREAKING: The Associated Press has called Arizona for former Vice President Joe Biden
Erdem98242147,2020-11-04 07:54:57,"Hayatım boyunca bütün sektörleri tetkik ettim, en kârlısının ""din ticareti"" olduğunu gördüm.
- Osman Bölükbaşı
Not: Bu hesap Trump’ı desteklemiştir."
loves_my_life,2020-11-04 07:54:58,"President Trump has just launched an unprecedented assault on American democracy, demanding millions of Americans are denied their votes, &amp; it’s an absolute disgrace."
noon_yes,2020-11-04 07:54:58,WASHINGTON (AP) — Joe Biden wins Arizona.
brandon_barnes_,2020-11-04 07:54:58,"JUST IN: Joe Biden has won the state of Arizona, according to a race call by the AP.
https://t.co/g3lXV11EvM https://t.co/i2Gp8kFyuI"
JosephBThomas,2020-11-04 07:54:58,"President Trump wants the election votes counted

Democratic chose to stop counting the votes so they go to bed (aka figure out a way to steal the election)

Trump is winning in all the places they have stopped counting votes

Trump WILL be declared the winner!

#ElectionNight"
icarusfghostin,2020-11-04 07:54:58,chsu
rizahariati,2020-11-04 07:54:58,@Zedd So.. Trump wins?
wanmarcal,2020-11-04 07:54:58,"Todo político mente. O esquema é saber mentir bem. Trump sabe. Tá na cara que a situação dele é bem difícil, mas o discurso passou confiança. É como se ele tivesse seguro da vitória e da legitimidade de requisitá-la."
GetMyGist,2020-11-04 07:54:58,"Thank you @SpencerFernando for being honest. 

I still can't believe the angry @benshapiro is considered a thought leader in #Canadian #MSM.

I guess he caters to ""individuals with a penis"" that need to control others."
Brinkbabe91,2020-11-04 07:54:58,"Let's be clear. This election won't be over when Trump says it's over. It will be over after every vote is counted. That includes mail-in ballots postmarked on Election Day, as well as military ballots. This is a democracy. Whether Trump likes it or not, we count every vote."
worskia244,2020-11-04 07:54:58,Ben Shapiro will never be America First. https://t.co/ArBItcpMAo
___Alyssah,2020-11-04 07:54:58,"Trump wants to go to the Supreme Court to make sure that all voting stops. Those are the words of a dictator who wants to disenfranchise the American people.

We cannot let that happen.

Count every vote."
LinThorn1,2020-11-04 07:54:58,Sure is interesting how all the heavy Biden counties in all the remaining tipping point states all magically decided at the same time to just stop counting. It's almost like they don't want to give a real Election Day count. Why is that? https://t.co/lwxgVZlDLH
darktolyt,2020-11-04 07:54:58,"WISCONSIN

Trump 1,477,771 51.2% (+3.9)
Biden 1,366,961 47.3%

2,888,335 votes counted. Estimated 86.3% - 99% in

Via: @DecisionDeskHQ"
luca___404,2020-11-04 07:54:58,"If Trump gets re-elected, the effects of climate change can be irreversible

If Trump gets re-elected, people can lose their rights to adoption

If Trump gets re-elected, it can be the end of American democracy"
DanielB29327345,2020-11-04 07:54:58,"WI update: with Trump up almost 120K over Biden, not sure Biden can make that all up with MKE county absentees. there are other votes still out, including from Kenosha and Green Bay, and GOP votes still out there too. needless to say, have heard bullish things from both sides."
visceralarteryy,2020-11-04 07:54:58,"look, the garbage man is right"
ditzyduchess,2020-11-04 07:54:58,"Oh, please stop the revisionist history already!

REALITY:
1. MCCAIN initiated the feud w/ Trump by demeaning Trump’s supporters.

2. McCain’s henchman, David Kramer, was a key participant in the soft COUP (almost certainly at McCain’s behest).

Carry on, you preening 🚢 shill."
EliShiels,2020-11-04 07:54:58,yes ❤️ they smell ❤️❤️❤️
whatsthat_tweet,2020-11-04 07:54:58,"Shapiro is a snake, bought &amp; paid for by MIC/RINO establishment.

People keep excusing him because he's well spoken, but forget he voted for Clinton in 16' &amp; likely just voted for Biden when the curtain was pulled.

It's about profit, power &amp; holding onto it to him, IMO..."
IsabelBromfield,2020-11-04 07:54:58,"Dear Leftist Hollywood celebrities : just in case you are thinking of making good on your promise to leave if Trump is re-elected, please go the New Zealand as their socialist government would be much more to your liking.
regards
Australia"
soyboy2000,2020-11-04 07:54:58,Trump has not won the election. That is a disgraceful lie.
PendorPaul,2020-11-04 07:54:58,"Trump saying he wants to stop counting votes isn’t surprising. He’s been saying he would do that for weeks. But yeah
, he’s all about democracy. #Trump2020 #2020Elections"
Frick_You_,2020-11-04 07:54:58,"No, Trump has not already won the election, and it is deeply irresponsible for him to say he has."
Burzi03Sam,2020-11-04 07:54:58,"What a shit show by:

@BretBaier @marthamaccallum @BillHemmer @DanaPerino @TheJuanWilliams @donnabrazile @brithume and Chris Wallace with @FoxNewsSunday @ChrisStirewalt 

You should be reporting about the planned corruption by DNC to steal election. Frauds."
kfo1958,2020-11-04 07:54:58,AP calls Arizona for BIDEN (matching us at FOX)
Bea_n2015,2020-11-04 07:54:58,"Trump was trending to win WI, MI, and PA, which will secure his victory, so they stopped counting the votes.  #StopTheSteal"
Midori_Hound,2020-11-04 07:54:58,"You all have asked for it.

Now it’s here.

We are kicking off Election Day with a preview of the intro episode of BSA’s first official podcast... about moving beyond elections.

The intro episode of the podcast drops tomorrow along with the first three episodes.

Please tune in."
Donna95833461,2020-11-04 07:54:58,FYI that Pennsylvania AG yesterday tweeted that Trump couldn't win the state and Democratic strongholds stopped counting votes tonight. PA allowing votes with no proof of having been cast prior to polls closing. https://t.co/sZ1rO4T8PP
NorthTahoe_Dems,2020-11-04 07:54:58,It's not my place or Donald Trump's place to declare the winner of this election. It's the voters' place.
alluregaga,2020-11-04 07:54:58,tf trump just said?! he will be going to the supreme court and wants all voting to stop??? he's literally RIGGING this election wtf
ppaolaalvarez,2020-11-04 07:54:58,It's not my place or Donald Trump's place to declare the winner of this election. It's the voters' place.
mixaidadelgado,2020-11-04 07:54:58,LIVE: President Donald J Trump https://t.co/J7hhaUPUf0
stonedyogagirl,2020-11-04 07:54:58,WASHINGTON (AP) -- Joe Biden wins Arizona
LauraJoint,2020-11-04 07:54:58,"President Trump says he will be going to the U.S. Supreme Court to stop ALL vote counting across the country. 

“As far as I am concerned, we have already won,” Trump says. 

*This is stunning and a nightmare scenario.*"
DommyTuran,2020-11-04 07:54:58,BREAKING: Joe Biden wins Arizona. #APracecall at 12:51 a.m. MST. #Election2020 https://t.co/lGfinjTqT4
Stewart63818860,2020-11-04 07:54:58,https://t.co/w6J4ZvIcoU
hobiworldbby,2020-11-04 07:54:58,why is he moving like a dictator
jaygremillion,2020-11-04 07:54:58,@VegasRebs @bigredrobot ...ah.  Safe to assume this is in reference to Trump's comments about victory and his dismissing the as of yet uncounted voted nationwide...?
blakeflayton,2020-11-04 07:54:58,"Joe Biden has won Arizona's 11 electoral votes 
https://t.co/xbLIlHrosr https://t.co/5iOmbi3d6f"
Ferdina94822545,2020-11-04 07:54:58,93% of the vote in Ga with Trump leading at 50.7.  NC 94% vote is in = Trump leading at 5.1% lead. 92% WI leading with a5.1%.  Need to look into AZ and MI &amp; PA still have some votes still being counted.
TaiwoOgunye,2020-11-04 07:54:58,"'...Frankly, we did win this election' - #Trump on results so far

#Vote2020
#ElectionNight
#2020Elections https://t.co/H4Ww27ekvk"
nouraalkaabi9,2020-11-04 07:54:58,people who thought that this election was simply going to be an easy one to call (in favor of Biden) are the same people who get their news only from twitter
omaoma_ta,2020-11-04 07:54:58,Vやねん
WSJforum,2020-11-04 07:54:58,Trump wins Florida https://t.co/e75SlH5G18
theamazingkamal,2020-11-04 07:54:58,"Only Nigerians will call horrible behavior ""smart"""
sinvidious,2020-11-04 07:54:58,"Biden could’ve ran and prob won back in 2016 but decided not to because the Democratic Party establishment elites said it was Hillary Clinton’s time to shine 

and even though she was extremely disliked and Bernie would’ve been better they still pushed her ahead 

&amp; now look"
nadrips,2020-11-04 07:54:58,#CountEveryVote
az0dnem,2020-11-04 07:54:58,BIDEN JUST GOT ARIZONA YESSSS
Uhmzz_ff_denken,2020-11-04 07:54:58,Het is toch van de zotte dat je als president gecensureerd wordt? https://t.co/bYhUc6PofV
liukkh,2020-11-04 07:54:58,It's not my place or Donald Trump's place to declare the winner of this election. It's the voters' place.
yasminahhabo,2020-11-04 07:54:59,https://t.co/j3rTQjeytS
HindmanDebra,2020-11-04 07:54:59,"Everyone must tweet what @realDonaldTrump did before getting suppressed by Twitter. Copy and paste his tweet: 

Trump: ""We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!"""
Alexbddd,2020-11-04 07:54:59,Voilà un parfait résumé de ce qui se passe actuellement aux États-Unis alors que Trump vient de déclarer « Nous avons déjà gagné » pendant que Biden appelle à la patience #Elections2020 https://t.co/UqLAhcL7Lw
